0,24.8143,55.7151,0.69
0.05,24.8143,56.0151,0.69
0.1,24.8143,56.3151,0.69
0.15,24.8143,56.6151,0.69
0.2,24.8143,56.9151,0.69
0.25,24.8143,57.2151,0.69
0.3,24.8143,57.5151,0.69
0.35,24.8143,57.8151,0.69
0.4,24.8143,58.1151,0.69
0.45,24.8143,58.4151,0.69
0.5,24.8143,58.7151,0.69
0.55,24.8143,59.0151,0.69
0.6,24.8143,59.3151,0.69
0.65,24.8143,59.6151,0.69
0.7,24.8143,59.9151,0.69
0.75,24.8143,60.2151,0.69
0.8,24.8143,60.5151,0.69
0.85,24.8143,60.8151,0.69
0.9,24.8143,61.1151,0.69
0.95,24.8143,61.4151,0.69
1,24.8143,61.7151,0.69
1.05,24.8143,62.0151,0.69
1.1,24.8143,62.3151,0.69
1.15,24.8143,62.6151,0.69
1.2,24.8143,62.9151,0.69
1.25,24.8143,63.2151,0.69
1.3,24.81497807,63.5150954,0.69
1.35,24.82171974,63.81500444,0.69
1.4,24.8368071,64.11460836,0.69
1.45,24.86386259,64.41335827,0.69
1.5,24.90299142,64.71075136,0.69
1.55,24.95648494,65.00588598,0.69
1.6,25.02828609,65.29708708,0.69
1.65,25.11825637,65.58318096,0.69
1.7,25.23149014,65.86082966,0.69
1.75,25.36862714,66.12745789,0.69
1.8,25.52917639,66.38069063,0.69
1.85,25.71792042,66.61363011,0.69
1.9,25.9304749,66.82489268,0.69
1.95,26.16529412,67.01122797,0.69
2,26.41928246,67.17054336,0.69
2.05,26.68653537,67.30647778,0.69
2.1,26.96508676,67.41748106,0.69
2.15,27.25148079,67.50647556,0.69
2.2,27.54291577,67.57735674,0.69
2.25,27.83833824,67.62932054,0.69
2.3,28.13581947,67.66777392,0.69
2.35,28.43466324,67.69372532,0.69
2.4,28.73428805,67.70835306,0.69
2.45,29.03420665,67.71469087,0.69
2.5,29.33420388,67.71509896,0.69
2.55,29.63420388,67.71509896,0.69
2.6,29.93420388,67.71509896,0.69
2.65,30.23420388,67.71509896,0.69
2.7,30.53420388,67.71509896,0.69
2.75,30.83420388,67.71509896,0.69
2.8,31.13420388,67.71509896,0.69
2.85,31.43420388,67.71509896,0.69
2.9,31.73420388,67.71509896,0.69
2.95,32.03420388,67.71509896,0.69
3,32.33420388,67.71509896,0.69
3.05,32.63420388,67.71509896,0.69
3.1,32.93420388,67.71509896,0.69
3.15,33.23420388,67.71509896,0.69
3.2,33.53420388,67.71509896,0.69
3.25,33.83420388,67.71509896,0.69
3.3,34.13420388,67.71509896,0.69
3.35,34.43420388,67.71509896,0.69
3.4,34.73420388,67.71509896,0.69
3.45,35.03420388,67.71509896,0.69
3.5,35.33420388,67.71509896,0.69
3.55,35.63420388,67.71509896,0.69
3.6,35.93420388,67.71509896,0.69
3.65,36.23420388,67.71509896,0.69
3.7,36.53420388,67.71509896,0.69
3.75,36.83420388,67.71509896,0.69
3.8,37.13420388,67.71509896,0.69
3.85,37.43420388,67.71509896,0.69
3.9,37.73420388,67.71509896,0.69
3.95,38.03420388,67.71509896,0.69
4,38.33420388,67.71510888,0.69
4.05,38.63420388,67.71512679,0.69
4.1,38.93420388,67.71514471,0.69
4.15,39.23420388,67.71516262,0.69
4.2,39.53420388,67.71518054,0.69
4.25,39.83420388,67.71519845,0.69
4.3,40.13420388,67.71521637,0.69
4.35,40.43420388,67.71523428,0.69
4.4,40.73420388,67.7152522,0.69
4.45,41.03420388,67.71527011,0.69
4.5,41.33420388,67.71528803,0.69
4.55,41.63420388,67.71530594,0.69
4.6,41.93420388,67.71532386,0.69
4.65,42.23420388,67.71534177,0.69
4.7,42.53420388,67.71535969,0.69
4.75,42.83420387,67.7153776,0.69
4.8,43.13420387,67.71539552,0.69
4.85,43.43420387,67.71541343,0.69
4.9,43.73420387,67.71543135,0.69
4.95,44.03420387,67.71544926,0.69
5,44.33420387,67.71546718,0.69
5.05,44.63420387,67.71548509,0.69
5.1,44.93420387,67.71550301,0.69
5.15,45.23420387,67.71552092,0.69
5.2,45.53420387,67.71553884,0.69
5.25,45.83420387,67.71555675,0.69
5.3,46.13420387,67.7155754,0.69
5.35,46.43420387,67.71559662,0.69
5.4,46.73420387,67.71561785,0.69
5.45,47.03420387,67.71563908,0.69
5.5,47.33420387,67.71566031,0.69
5.55,47.63420387,67.71568154,0.69
5.6,47.93420386,67.71570277,0.69
5.65,48.23420386,67.715724,0.69
5.7,48.53420386,67.71574522,0.69
5.75,48.83420386,67.71576645,0.69
5.8,49.13420386,67.71578768,0.69
5.85,49.43420386,67.71580891,0.69
5.9,49.73420386,67.71583014,0.69
5.95,50.03420386,67.71585137,0.69
6,50.33420386,67.7158726,0.69
6.05,50.63420386,67.71589382,0.69
6.1,50.93420386,67.71591505,0.69
6.15,51.23420386,67.71593628,0.69
6.2,51.53420386,67.71595751,0.69
6.25,51.83420385,67.71597874,0.69
6.3,52.13420385,67.71599997,0.69
6.35,52.43420385,67.71602119,0.69
6.4,52.73420385,67.71604242,0.69
6.45,53.03420385,67.71606365,0.69
6.5,53.33420385,67.71608488,0.69
6.55,53.63420385,67.71610611,0.69
6.6,53.9342036,67.71612822,0.69
6.65,54.2342036,67.71615173,0.69
6.7,54.5342036,67.71617524,0.69
6.75,54.8342036,67.71619876,0.69
6.8,55.1342036,67.71622227,0.69
6.85,55.4342036,67.71624578,0.69
6.9,55.73420359,67.71626929,0.69
6.95,56.03420359,67.7162928,0.69
7,56.33420359,67.71631632,0.69
7.05,56.63420359,67.71633983,0.69
7.1,56.93420359,67.71636334,0.69
7.15,57.23420359,67.71638685,0.69
7.2,57.53420359,67.71641037,0.69
7.25,57.83420359,67.71643388,0.69
7.3,58.13420359,67.71645739,0.69
7.35,58.43420359,67.7164809,0.69
7.4,58.73420358,67.71650442,0.69
7.45,59.03420358,67.71652793,0.69
7.5,59.33420358,67.71655144,0.69
7.55,59.63420358,67.71657495,0.69
7.6,59.93420358,67.71659847,0.69
7.65,60.23420358,67.71662198,0.69
7.7,60.53420358,67.71664549,0.69
7.75,60.83420358,67.716669,0.69
7.8,61.13420358,67.71669252,0.69
7.85,61.43420358,67.71671603,0.69
7.9,61.73420358,67.71673954,0.69
7.95,62.03420357,67.71676305,0.69
8,62.33420357,67.71678657,0.69
8.05,62.63420357,67.71681008,0.69
8.1,62.93420357,67.71683359,0.69
8.15,63.23420357,67.7168571,0.69
8.2,63.53420357,67.71688062,0.69
8.25,63.83420357,67.71690413,0.69
8.3,64.13420357,67.71692764,0.69
8.35,64.43420357,67.71695115,0.69
8.4,64.73420357,67.71697467,0.69
8.45,65.03420357,67.71699818,0.69
8.5,65.33420356,67.71702169,0.69
8.55,65.63420356,67.7170452,0.69
8.6,65.93420356,67.71706872,0.69
8.65,66.23420356,67.71709223,0.69
8.7,66.53420356,67.71711574,0.69
8.75,66.83420356,67.71713925,0.69
8.8,67.13420356,67.71716277,0.69
8.85,67.43420356,67.71718628,0.69
8.9,67.73420356,67.71720979,0.69
8.95,68.03420356,67.7172333,0.69
9,68.33420356,67.71725682,0.69
9.05,68.63420355,67.71728033,0.69
9.1,68.93420355,67.71730384,0.69
9.15,69.23420355,67.71732735,0.69
9.2,69.53420355,67.71735087,0.69
9.25,69.83420355,67.71737438,0.69
9.3,70.13420355,67.71739789,0.69
9.35,70.43420355,67.7174214,0.69
9.4,70.73420355,67.71744492,0.69
9.45,71.03420355,67.71746843,0.69
9.5,71.33420355,67.71749194,0.69
9.55,71.63420355,67.71751545,0.69
9.6,71.93420354,67.71753897,0.69
9.65,72.23420354,67.71756248,0.69
9.7,72.53420354,67.71758599,0.69
9.75,72.83420354,67.7176095,0.69
9.8,73.13420354,67.71763302,0.69
9.85,73.43420354,67.71765653,0.69
9.9,73.73420354,67.71768004,0.69
9.95,74.03420354,67.71770355,0.69
10,74.33420354,67.71772707,0.69
10.05,74.63420354,67.71775058,0.69
10.1,74.93420354,67.71777409,0.69
10.15,75.23420353,67.7177976,0.69
10.2,75.53420353,67.71782112,0.69
10.25,75.83420353,67.71784463,0.69
10.3,76.13420353,67.71786814,0.69
10.35,76.43420353,67.71789165,0.69
